Experiment,Transect,Plot,Treatment,Species,HostGroup,BackgroundSpecies,Density,Observer,DamageDate,SeedCollectionDate,Plant.ID,leaf1,leaf2,leaf3,leaf4,leaf5,leaf6,Rust?,SeedCollection,Notes
Competition,NA,110,fungicide,SP,SP seed,AB seed,80,TCB,5/13/16,5/13/16,X1113,0.1,0,0.1,NA,NA,NA,,NO,
Competition,NA,110,fungicide,EG,EG adult,AB seed,80,TCB,5/13/16,5/13/16,X1114,0.1,0.1,1,NA,NA,NA,,NO,
Competition,NA,110,fungicide,SP,SP adult,AB seed,80,TCB,5/13/16,5/13/16,X873,0.1,0,0,NA,NA,NA,,YES,
Competition,NA,50,inoculation,AB,AB seed,SP adult,4,TCB,5/13/16,5/13/16,X1117,1,5,0,NA,NA,NA,ORANGE RUST,YES,
Competition,NA,50,inoculation,BD,BD seed,SP adult,4,TCB,5/13/16,5/13/16,X1118,0.1,0.1,0,NA,NA,NA,,YES,
Competition,NA,50,inoculation,BH,BH seed,SP adult,4,TCB,5/13/16,5/13/16,X1119,0.1,NA,NA,NA,NA,NA,,YES,
Competition,NA,50,inoculation,EG,EG seed,SP adult,4,TCB,5/13/16,5/13/16,X1120,0.1,1,0.1,NA,NA,NA,,YES,
Competition,NA,50,inoculation,SP,SP seed,SP adult,4,TCB,5/13/16,5/13/16,X1121,0,0,0,NA,NA,NA,,NO,
Competition,NA,50,inoculation,EG,EG adult,SP adult,4,TCB,5/13/16,5/13/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,50,inoculation,SP,SP adult,SP adult,4,TCB,5/13/16,5/13/16,X679,10,5,1,NA,NA,NA,,YES,
Competition,NA,32,ambient,AB,AB seed,SP adult,10,TCB,5/13/16,5/13/16,X1126,1,1,0.1,NA,NA,NA,ORANGE RUST,YES,
Competition,NA,32,ambient,BD,BD seed,SP adult,10,TCB,5/13/16,5/13/16,X1125,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,32,ambient,BH,BH seed,SP adult,10,TCB,5/13/16,5/13/16,X1123,0,0,25,NA,NA,NA,,YES,
Competition,NA,32,ambient,EG,EG seed,SP adult,10,TCB,5/13/16,5/13/16,X1122,1,0.1,0,NA,NA,NA,,NO,
Competition,NA,32,ambient,SP,SP seed,SP adult,10,TCB,5/13/16,5/13/16,X1124,1,1,0,NA,NA,NA,,NO,
Competition,NA,32,ambient,EG,EG adult,SP adult,10,TCB,5/13/16,5/13/16,X1127,0.1,0,0.1,NA,NA,NA,,YES,
Competition,NA,32,ambient,SP,SP adult,SP adult,10,TCB,5/13/16,5/13/16,X169,1,0.1,5,NA,NA,NA,,NO,
Competition,NA,111,ambient,AB,AB seed,BD seed,20,TCB,5/13/16,5/13/16,X1129,10,1,0,NA,NA,NA,ORANGE RUST,YES,
Competition,NA,111,ambient,BD,BD seed,BD seed,20,TCB,5/13/16,5/13/16,X1130,5,0.1,NA,NA,NA,NA,,YES,
Competition,NA,111,ambient,BH,BH seed,BD seed,20,TCB,5/13/16,5/13/16,X1131,0,NA,NA,NA,NA,NA,,YES,
Competition,NA,111,ambient,EG,EG seed,BD seed,20,TCB,5/13/16,5/13/16,X1132,0.1,0.1,0,NA,NA,NA,,NO,
Competition,NA,111,ambient,SP,SP seed,BD seed,20,TCB,5/13/16,5/13/16,X1128,1,0,NA,NA,NA,NA,,NO,
Competition,NA,111,ambient,EG,EG adult,BD seed,20,TCB,5/13/16,5/13/16,X1096,0.1,0,0.1,NA,NA,NA,,YES,
Competition,NA,111,ambient,SP,SP adult,BD seed,20,TCB,5/13/16,5/13/16,X845,5,1,1,NA,NA,NA,,YES,
Competition,NA,112,ambient,AB,AB seed,BH seed,40,TCB,5/13/16,5/13/16,X981,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,112,ambient,BD,BD seed,BH seed,40,TCB,5/13/16,5/13/16,X983,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,112,ambient,BH,BH seed,BH seed,40,TCB,5/13/16,5/13/16,X982,0,NA,NA,NA,NA,NA,,YES,
Competition,NA,112,ambient,EG,EG seed,BH seed,40,TCB,5/13/16,5/13/16,X1095,0.1,0.1,0,NA,NA,NA,,NO,
Competition,NA,112,ambient,SP,SP seed,BH seed,40,TCB,5/13/16,5/13/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,112,ambient,EG,EG adult,BH seed,40,TCB,5/13/16,5/13/16,X984,0,0,0,NA,NA,NA,,NO,
Competition,NA,112,ambient,SP,SP adult,BH seed,40,TCB,5/13/16,5/13/16,X846,1,1,1,NA,NA,NA,,YES,
Competition,NA,113,ambient,AB,AB seed,BD seed,20,TCB,5/13/16,5/13/16,X990,1,0.1,1,NA,NA,NA,ORANGE RUST,YES,
Competition,NA,113,ambient,BD,BD seed,BD seed,20,TCB,5/13/16,5/13/16,X989,0.1,NA,NA,NA,NA,NA,,YES,
Competition,NA,113,ambient,BH,BH seed,BD seed,20,TCB,5/13/16,5/13/16,X986,0.1,0,0.1,NA,NA,NA,,YES,
Competition,NA,113,ambient,EG,EG seed,BD seed,20,TCB,5/13/16,5/13/16,X985,0.1,0.1,0.1,NA,NA,NA,,NO,
Competition,NA,113,ambient,SP,SP seed,BD seed,20,TCB,5/13/16,5/13/16,X987,1,0.1,1,NA,NA,NA,,NO,
Competition,NA,113,ambient,EG,EG adult,BD seed,20,TCB,5/13/16,5/13/16,X988,0,0,0,NA,NA,NA,,NO,
Competition,NA,113,ambient,SP,SP adult,BD seed,20,TCB,5/13/16,5/13/16,X874,0.1,0.1,1,NA,NA,NA,,YES,
Competition,NA,114,ambient,AB,AB seed,AB seed,20,TCB,5/13/16,5/13/16,X996,0.1,0.1,0.1,NA,NA,NA,ORANGE RUST,YES,
Competition,NA,114,ambient,BD,BD seed,AB seed,20,TCB,5/13/16,5/13/16,X991,0,0,NA,NA,NA,NA,,YES,
Competition,NA,114,ambient,BH,BH seed,AB seed,20,TCB,5/13/16,5/13/16,X994,0,NA,NA,NA,NA,NA,,YES,
Competition,NA,114,ambient,EG,EG seed,AB seed,20,TCB,5/13/16,5/13/16,X992,1,0.1,0.1,NA,NA,NA,,NO,
Competition,NA,114,ambient,SP,SP seed,AB seed,20,TCB,5/13/16,5/13/16,X995,1,0,NA,NA,NA,NA,,NO,
Competition,NA,114,ambient,EG,EG adult,AB seed,20,TCB,5/13/16,5/13/16,X993,0.1,0,0.1,NA,NA,NA,,YES,
Competition,NA,114,ambient,SP,SP adult,AB seed,20,TCB,5/13/16,5/13/16,X847,1,1,1,NA,NA,NA,,YES,
Competition,NA,115,fungicide,AB,AB seed,BD seed,40,TCB,5/13/16,5/13/16,X1001,0,0,1,NA,NA,NA,ORANGE RUST,YES,
Competition,NA,115,fungicide,BD,BD seed,BD seed,40,TCB,5/13/16,5/13/16,X998,0.1,0,0,NA,NA,NA,,YES,
Competition,NA,115,fungicide,BH,BH seed,BD seed,40,TCB,5/13/16,5/13/16,X997,0,NA,NA,NA,NA,NA,,YES,
Competition,NA,115,fungicide,EG,EG seed,BD seed,40,TCB,5/13/16,5/13/16,X1000,0.1,0.1,0,NA,NA,NA,,NO,
Competition,NA,115,fungicide,SP,SP seed,BD seed,40,TCB,5/13/16,5/13/16,X1002,0,0,NA,NA,NA,NA,,NO,
Competition,NA,115,fungicide,EG,EG adult,BD seed,40,TCB,5/13/16,5/13/16,X999,0,0.1,1,NA,NA,NA,,YES,
Competition,NA,115,fungicide,SP,SP adult,BD seed,40,TCB,5/13/16,5/13/16,X875,5,1,1,NA,NA,NA,,YES,
Competition,NA,56,inoculation,AB,AB seed,SP adult,2,TCB,5/13/16,5/13/16,X1003,5,5,1,NA,NA,NA,ORANGE RUST,YES,
Competition,NA,56,inoculation,BD,BD seed,SP adult,2,TCB,5/13/16,5/13/16,X1004,5,5,0,NA,NA,NA,,YES,
Competition,NA,56,inoculation,BH,BH seed,SP adult,2,TCB,5/13/16,5/13/16,X1007,0,0,0,NA,NA,NA,,YES,
Competition,NA,56,inoculation,EG,EG seed,SP adult,2,TCB,5/13/16,5/13/16,X1005,1,0.1,0,NA,NA,NA,,NO,
Competition,NA,56,inoculation,SP,SP seed,SP adult,2,TCB,5/13/16,5/13/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,56,inoculation,EG,EG adult,SP adult,2,TCB,5/13/16,5/13/16,X1006,5,1,0,NA,NA,NA,,YES,
Competition,NA,56,inoculation,SP,SP adult,SP adult,2,TCB,5/13/16,5/13/16,X680,10,1,1,NA,NA,NA,,YES,
Competition,NA,116,inoculation,AB,AB seed,BH seed,100,TCB,5/13/16,5/13/16,X1010,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,116,inoculation,BD,BD seed,BH seed,100,TCB,5/13/16,5/13/16,X1008,NA,NA,NA,NA,NA,NA,,NO,
Competition,NA,116,inoculation,BH,BH seed,BH seed,100,TCB,5/13/16,5/13/16,X749,0,NA,NA,NA,NA,NA,,YES,
Competition,NA,116,inoculation,EG,EG seed,BH seed,100,TCB,5/13/16,5/13/16,X1012,0.1,0,0,NA,NA,NA,,YES,
Competition,NA,116,inoculation,SP,SP seed,BH seed,100,TCB,5/13/16,5/13/16,X1009,0,NA,NA,NA,NA,NA,,NO,
Competition,NA,116,inoculation,EG,EG adult,BH seed,100,TCB,5/13/16,5/13/16,X1011,1,0.1,0,NA,NA,NA,,YES,
Competition,NA,116,inoculation,SP,SP adult,BH seed,100,TCB,5/13/16,5/13/16,X848,1,1,1,NA,NA,NA,,YES,
Competition,NA,117,fungicide,AB,AB seed,EG adult,4,TCB,5/13/16,5/13/16,X1014,0,0,0,NA,NA,NA,,YES,
Competition,NA,117,fungicide,BD,BD seed,EG adult,4,TCB,5/13/16,5/13/16,X1016,0,0.1,0,NA,NA,NA,,YES,
Competition,NA,117,fungicide,BH,BH seed,EG adult,4,TCB,5/13/16,5/13/16,X1015,0.1,0,0.1,NA,NA,NA,,YES,
Competition,NA,117,fungicide,EG,EG seed,EG adult,4,TCB,5/13/16,5/13/16,X1017,0,0,0.1,NA,NA,NA,,NO,
Competition,NA,117,fungicide,SP,SP seed,EG adult,4,TCB,5/13/16,5/13/16,X1013,0,0,0,NA,NA,NA,,NO,
Competition,NA,117,fungicide,EG,EG adult,EG adult,4,TCB,5/13/16,5/13/16,X1018,1,0,0,NA,NA,NA,,YES,
Competition,NA,117,fungicide,SP,SP adult,EG adult,4,TCB,5/13/16,5/13/16,X849,1,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,118,fungicide,AB,AB seed,SP seed,10,TCB,5/13/16,5/13/16,X1019,0,0,0,NA,NA,NA,,YES,
Competition,NA,118,fungicide,BD,BD seed,SP seed,10,TCB,5/13/16,5/13/16,X1021,0,0,0,NA,NA,NA,,YES,
Competition,NA,118,fungicide,BH,BH seed,SP seed,10,TCB,5/13/16,5/13/16,X1023,0,NA,NA,NA,NA,NA,,YES,
Competition,NA,118,fungicide,EG,EG seed,SP seed,10,TCB,5/13/16,5/13/16,X1022,0.1,0,0,NA,NA,NA,,NO,
Competition,NA,118,fungicide,SP,SP seed,SP seed,10,TCB,5/13/16,5/13/16,X1024,0.1,0.1,0,NA,NA,NA,,NO,
Competition,NA,118,fungicide,EG,EG adult,SP seed,10,TCB,5/13/16,5/13/16,X1025,0.1,0,0,NA,NA,NA,,NO,
Competition,NA,118,fungicide,SP,SP adult,SP seed,10,TCB,5/13/16,5/13/16,X1020,1,0,0.1,NA,NA,NA,,YES,
Competition,NA,119,inoculation,AB,AB seed,SP seed,20,TCB,5/13/16,5/13/16,X1026,1,0.1,1,NA,NA,NA,,YES,
Competition,NA,119,inoculation,BD,BD seed,SP seed,20,TCB,5/13/16,5/13/16,X1032,0,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,119,inoculation,BH,BH seed,SP seed,20,TCB,5/13/16,5/13/16,X1027,0,0,NA,NA,NA,NA,,YES,
Competition,NA,119,inoculation,EG,EG seed,SP seed,20,TCB,5/13/16,5/13/16,X1028,0.1,0,0.1,NA,NA,NA,,NO,
Competition,NA,119,inoculation,SP,SP seed,SP seed,20,TCB,5/13/16,5/13/16,X1031,1,0.1,0,NA,NA,NA,,NO,
Competition,NA,119,inoculation,EG,EG adult,SP seed,20,TCB,5/13/16,5/13/16,X1030,0.1,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,119,inoculation,SP,SP adult,SP seed,20,TCB,5/13/16,5/13/16,X1029,1,10,1,NA,NA,NA,,YES,
Competition,NA,120,inoculation,AB,AB seed,SP seed,40,TCB,5/13/16,5/13/16,X1039,0,1,0,NA,NA,NA,,YES,
Competition,NA,120,inoculation,BD,BD seed,SP seed,40,TCB,5/13/16,5/13/16,X1038,0,0,0.1,NA,NA,NA,,YES,
Competition,NA,120,inoculation,BH,BH seed,SP seed,40,TCB,5/13/16,5/13/16,X1035,0,0,NA,NA,NA,NA,,YES,
Competition,NA,120,inoculation,EG,EG seed,SP seed,40,TCB,5/13/16,5/13/16,X1034,0.1,0,0,NA,NA,NA,,NO,
Competition,NA,120,inoculation,SP,SP seed,SP seed,40,TCB,5/13/16,5/13/16,X1037,1,0.1,1,NA,NA,NA,,NO,
Competition,NA,120,inoculation,EG,EG adult,SP seed,40,TCB,5/13/16,5/13/16,X1033,0,0,0,NA,NA,NA,,YES,
Competition,NA,120,inoculation,SP,SP adult,SP seed,40,TCB,5/13/16,5/13/16,X1036,0,1,1,NA,NA,NA,,YES,
Competition,NA,121,ambient,AB,AB seed,BD seed,100,TCB,5/13/16,5/13/16,X1041,0,0,1,NA,NA,NA,RUST,YES,
Competition,NA,121,ambient,BD,BD seed,BD seed,100,TCB,5/13/16,5/13/16,X316,1,0.1,1,NA,NA,NA,,YES,
Competition,NA,121,ambient,BH,BH seed,BD seed,100,TCB,5/13/16,5/13/16,X1040,0,0,NA,NA,NA,NA,,YES,
Competition,NA,121,ambient,EG,EG seed,BD seed,100,TCB,5/13/16,5/13/16,X1045,0,0.1,0.1,NA,NA,NA,,NO,
Competition,NA,121,ambient,SP,SP seed,BD seed,100,TCB,5/13/16,5/13/16,X1042,1,0,0.1,NA,NA,NA,,NO,
Competition,NA,121,ambient,EG,EG adult,BD seed,100,TCB,5/13/16,5/13/16,X1044,0,0.1,1,NA,NA,NA,,YES,
Competition,NA,121,ambient,SP,SP adult,BD seed,100,TCB,5/13/16,5/13/16,X1043,0,0.1,1,NA,NA,NA,,YES,
Competition,NA,122,fungicide,AB,AB seed,BD seed,20,TCB,5/13/16,5/13/16,X1046,0,5,0.1,NA,NA,NA,,YES,
Competition,NA,122,fungicide,BD,BD seed,BD seed,20,TCB,5/13/16,5/13/16,X1051,0,0,0.1,NA,NA,NA,,YES,
Competition,NA,122,fungicide,BH,BH seed,BD seed,20,TCB,5/13/16,5/13/16,X1050,0,0,0,NA,NA,NA,,YES,
Competition,NA,122,fungicide,EG,EG seed,BD seed,20,TCB,5/13/16,5/13/16,X1048,0,0,0,NA,NA,NA,,NO,
Competition,NA,122,fungicide,SP,SP seed,BD seed,20,TCB,5/13/16,5/13/16,X1052,0,0,0,NA,NA,NA,,NO,
Competition,NA,122,fungicide,EG,EG adult,BD seed,20,TCB,5/13/16,5/13/16,X1047,0.1,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,122,fungicide,SP,SP adult,BD seed,20,TCB,5/13/16,5/13/16,X1049,0,0,0.1,NA,NA,NA,,NO,
Competition,NA,123,inoculation,AB,AB seed,BH seed,10,TCB,5/13/16,5/13/16,X1053,1,0.1,0,NA,NA,NA,,YES,
Competition,NA,123,inoculation,BD,BD seed,BH seed,10,TCB,5/13/16,5/13/16,X1054,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,123,inoculation,BH,BH seed,BH seed,10,TCB,5/13/16,5/13/16,X1058,0,NA,NA,NA,NA,NA,,YES,
Competition,NA,123,inoculation,EG,EG seed,BH seed,10,TCB,5/13/16,5/13/16,X1057,0.1,0,0.1,NA,NA,NA,,NO,
Competition,NA,123,inoculation,SP,SP seed,BH seed,10,TCB,5/13/16,5/13/16,X1056,0.1,0,NA,NA,NA,NA,,NO,
Competition,NA,123,inoculation,EG,EG adult,BH seed,10,TCB,5/13/16,5/13/16,X1059,5,5,0.1,NA,NA,NA,,YES,
Competition,NA,123,inoculation,SP,SP adult,BH seed,10,TCB,5/13/16,5/13/16,X1055,1,1,0,NA,NA,NA,,YES,
Competition,NA,124,inoculation,AB,AB seed,EG seed,10,TCB,5/18/16,5/18/16,X1060,5,0,0.1,NA,NA,NA,ORANGE RUST,YES,
Competition,NA,124,inoculation,BD,BD seed,EG seed,10,TCB,5/18/16,5/18/16,X1061,0,1,NA,NA,NA,NA,,YES,
Competition,NA,124,inoculation,BH,BH seed,EG seed,10,TCB,5/18/16,5/18/16,X1062,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,124,inoculation,EG,EG seed,EG seed,10,TCB,5/18/16,5/18/16,X1065,0,1,0.1,NA,NA,NA,,NO,
Competition,NA,124,inoculation,SP,SP seed,EG seed,10,TCB,5/18/16,5/18/16,X1063,1,0,0.1,NA,NA,NA,,NO,
Competition,NA,124,inoculation,EG,EG adult,EG seed,10,TCB,5/18/16,5/18/16,X1133,0.1,0,0,NA,NA,NA,,YES,
Competition,NA,124,inoculation,SP,SP adult,EG seed,10,TCB,5/18/16,5/18/16,X1064,0.1,1,0,NA,NA,NA,,NO,
Competition,NA,125,inoculation,AB,AB seed,EG adult,6,TCB,5/18/16,5/18/16,X1067,1,10,5,NA,NA,NA,ORANGE RUST,YES,
Competition,NA,125,inoculation,BD,BD seed,EG adult,6,TCB,5/18/16,5/18/16,X1134,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,125,inoculation,BH,BH seed,EG adult,6,TCB,5/18/16,5/18/16,X1069,0.1,0,NA,NA,NA,NA,,YES,
Competition,NA,125,inoculation,EG,EG seed,EG adult,6,TCB,5/18/16,5/18/16,X1068,0.1,0,1,NA,NA,NA,ORANGE RUST,NO,
Competition,NA,125,inoculation,SP,SP seed,EG adult,6,TCB,5/18/16,5/18/16,X1071,0,0.1,0,NA,NA,NA,,NO,
Competition,NA,125,inoculation,EG,EG adult,EG adult,6,TCB,5/18/16,5/18/16,X1066,5,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,125,inoculation,SP,SP adult,EG adult,6,TCB,5/18/16,5/18/16,X1070,0.1,0,0.1,NA,NA,NA,,YES,
Competition,NA,126,fungicide,AB,AB seed,BH seed,20,TCB,5/18/16,5/18/16,X1074,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,126,fungicide,BD,BD seed,BH seed,20,TCB,5/18/16,5/18/16,X1075,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,126,fungicide,BH,BH seed,BH seed,20,TCB,5/18/16,5/18/16,X1076,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,126,fungicide,EG,EG seed,BH seed,20,TCB,5/18/16,5/18/16,X1073,0,0.1,0,NA,NA,NA,,NO,
Competition,NA,126,fungicide,SP,SP seed,BH seed,20,TCB,5/18/16,5/18/16,X1072,0,0,0.1,NA,NA,NA,,NO,
Competition,NA,126,fungicide,EG,EG adult,BH seed,20,TCB,5/18/16,5/18/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,126,fungicide,SP,SP adult,BH seed,20,TCB,5/18/16,5/18/16,X1077,0.1,1,0,NA,NA,NA,,YES,
Competition,NA,127,ambient,AB,AB seed,AB seed,80,TCB,5/18/16,5/18/16,X323,1,1,5,NA,NA,NA,ORANGE RUST,YES,
Competition,NA,127,ambient,BD,BD seed,AB seed,80,TCB,5/18/16,5/18/16,X1081,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,127,ambient,BH,BH seed,AB seed,80,TCB,5/18/16,5/18/16,X1079,0,NA,NA,NA,NA,NA,,YES,
Competition,NA,127,ambient,EG,EG seed,AB seed,80,TCB,5/18/16,5/18/16,X1078,1,0.1,0.1,NA,NA,NA,,NO,
Competition,NA,127,ambient,SP,SP seed,AB seed,80,TCB,5/18/16,5/18/16,X1082,0,0,0.1,NA,NA,NA,,NO,
Competition,NA,127,ambient,EG,EG adult,AB seed,80,TCB,5/18/16,5/18/16,X1080,1,1,0.1,NA,NA,NA,,YES,
Competition,NA,127,ambient,SP,SP adult,AB seed,80,TCB,5/18/16,5/18/16,X1083,0.1,1,0.1,NA,NA,NA,,YES,
Competition,NA,128,ambient,AB,AB seed,SP seed,80,TCB,5/18/16,5/18/16,X1086,1,1,NA,NA,NA,NA,,YES,
Competition,NA,128,ambient,BD,BD seed,SP seed,80,TCB,5/18/16,5/18/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,128,ambient,BH,BH seed,SP seed,80,TCB,5/18/16,5/18/16,X1085,0,0,0,NA,NA,NA,,YES,
Competition,NA,128,ambient,EG,EG seed,SP seed,80,TCB,5/18/16,5/18/16,X1084,1,0.1,0.1,NA,NA,NA,,NO,
Competition,NA,128,ambient,SP,SP seed,SP seed,80,TCB,5/18/16,5/18/16,X332,0,5,0,NA,NA,NA,,NO,
Competition,NA,128,ambient,EG,EG adult,SP seed,80,TCB,5/18/16,5/18/16,X1087,1,1,0.1,NA,NA,NA,,YES,
Competition,NA,128,ambient,SP,SP adult,SP seed,80,TCB,5/18/16,5/18/16,X1088,5,5,5,NA,NA,NA,,YES,
Competition,NA,129,ambient,AB,AB seed,SP seed,80,TCB,5/18/16,5/18/16,X1092,5,10,1,NA,NA,NA,ORANGE,YES,
Competition,NA,129,ambient,BD,BD seed,SP seed,80,TCB,5/18/16,5/18/16,X1135,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,129,ambient,BH,BH seed,SP seed,80,TCB,5/18/16,5/18/16,X1090,0,0.1,0,NA,NA,NA,,YES,
Competition,NA,129,ambient,EG,EG seed,SP seed,80,TCB,5/18/16,5/18/16,X1089,0.1,1,1,NA,NA,NA,,NO,
Competition,NA,129,ambient,SP,SP seed,SP seed,80,TCB,5/18/16,5/18/16,X336,1,0,1,NA,NA,NA,,NO,
Competition,NA,129,ambient,EG,EG adult,SP seed,80,TCB,5/18/16,5/18/16,X1093,1,1,0,NA,NA,NA,,YES,
Competition,NA,129,ambient,SP,SP adult,SP seed,80,TCB,5/18/16,5/18/16,X1091,5,1,1,NA,NA,NA,,YES,
Competition,NA,38,ambient,AB,AB seed,SP adult,8,TCB,5/18/16,5/18/16,X1094,1,1,0,NA,NA,NA,ORANGE,YES,
Competition,NA,38,ambient,BD,BD seed,SP adult,8,TCB,5/18/16,5/18/16,X1170,0,NA,NA,NA,NA,NA,,YES,
Competition,NA,38,ambient,BH,BH seed,SP adult,8,TCB,5/18/16,5/18/16,X1169,1,0.1,1,NA,NA,NA,ORANGE,YES,
Competition,NA,38,ambient,EG,EG seed,SP adult,8,TCB,5/18/16,5/18/16,X1167,0,0,0,NA,NA,NA,,NO,
Competition,NA,38,ambient,SP,SP seed,SP adult,8,TCB,5/18/16,5/18/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,38,ambient,EG,EG adult,SP adult,8,TCB,5/18/16,5/18/16,X1168,0,5,0,NA,NA,NA,,YES,
Competition,NA,38,ambient,SP,SP adult,SP adult,8,TCB,5/18/16,5/5/16,X359,0.1,5,1,NA,NA,NA,,YES TWO,2ND ON 5/18/16
Competition,NA,39,fungicide,AB,AB seed,SP adult,8,TCB,5/18/16,5/18/16,X1164,1,0.1,0,NA,NA,NA,ORANGE,YES,
Competition,NA,39,fungicide,BD,BD seed,SP adult,8,TCB,5/18/16,5/18/16,X1162,1,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,39,fungicide,BH,BH seed,SP adult,8,TCB,5/18/16,5/18/16,X1163,0,0,NA,NA,NA,NA,,YES,
Competition,NA,39,fungicide,EG,EG seed,SP adult,8,TCB,5/18/16,5/18/16,X1165,0,0,0.1,NA,NA,NA,,NO,
Competition,NA,39,fungicide,SP,SP seed,SP adult,8,TCB,5/18/16,5/18/16,X1166,1,0,0.1,NA,NA,NA,,NO,
Competition,NA,39,fungicide,EG,EG adult,SP adult,8,TCB,5/18/16,5/18/16,X1161,0,1,1,NA,NA,NA,,YES,
Competition,NA,39,fungicide,SP,SP adult,SP adult,8,TCB,5/18/16,5/18/16,X600,1,1,10,NA,NA,NA,,YES,
Competition,NA,57,fungicide,AB,AB seed,SP adult,2,TCB,5/18/16,5/18/16,X1160,0,0,1,NA,NA,NA,ORANGE,YES,
Competition,NA,57,fungicide,BD,BD seed,SP adult,2,TCB,5/18/16,5/18/16,X1159,1,NA,NA,NA,NA,NA,ORANGE,YES,
Competition,NA,57,fungicide,BH,BH seed,SP adult,2,TCB,5/18/16,5/18/16,X1158,0,0,0,NA,NA,NA,,YES,
Competition,NA,57,fungicide,EG,EG seed,SP adult,2,TCB,5/18/16,5/18/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,57,fungicide,SP,SP seed,SP adult,2,TCB,5/18/16,5/18/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,57,fungicide,EG,EG adult,SP adult,2,TCB,5/18/16,5/18/16,X1157,0,0,0,NA,NA,NA,,YES,
Competition,NA,57,fungicide,SP,SP adult,SP adult,2,TCB,5/18/16,5/18/16,DEAD,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,130,ambient,AB,AB seed,EG adult,10,TCB,5/18/16,5/18/16,X1152,5,5,NA,NA,NA,NA,ORANGE,YES,
Competition,NA,130,ambient,BD,BD seed,EG adult,10,TCB,5/18/16,5/18/16,X1154,1,NA,NA,NA,NA,NA,,YES,
Competition,NA,130,ambient,BH,BH seed,EG adult,10,TCB,5/18/16,5/18/16,X1155,1,0,0,NA,NA,NA,,YES,
Competition,NA,130,ambient,EG,EG seed,EG adult,10,TCB,5/18/16,5/18/16,X1156,1,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,130,ambient,SP,SP seed,EG adult,10,TCB,5/18/16,5/18/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,130,ambient,EG,EG adult,EG adult,10,TCB,5/18/16,5/18/16,X1153,1,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,130,ambient,SP,SP adult,EG adult,10,TCB,5/18/16,5/18/16,X1151,1,1,0,NA,NA,NA,,YES,
Competition,NA,44,inoculation,AB,AB seed,SP adult,6,TCB,5/18/16,5/18/16,X1147,1,1,5,NA,NA,NA,ORANGE,YES,
Competition,NA,44,inoculation,BD,BD seed,SP adult,6,TCB,5/18/16,5/18/16,X1146,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,44,inoculation,BH,BH seed,SP adult,6,TCB,5/18/16,5/18/16,X1148,0,0,0.1,NA,NA,NA,,YES,
Competition,NA,44,inoculation,EG,EG seed,SP adult,6,TCB,5/18/16,5/18/16,X1149,0.1,0.1,0,NA,NA,NA,,YES,
Competition,NA,44,inoculation,SP,SP seed,SP adult,6,TCB,5/18/16,5/18/16,X1150,0.1,0,0.1,NA,NA,NA,,NO,
Competition,NA,44,inoculation,EG,EG adult,SP adult,6,TCB,5/18/16,5/18/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,44,inoculation,SP,SP adult,SP adult,6,TCB,5/18/16,5/18/16,X681,1,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,131,inoculation,AB,AB seed,EG adult,2,TCB,5/18/16,5/18/16,X1136,0.1,NA,NA,NA,NA,NA,,YES,
Competition,NA,131,inoculation,BD,BD seed,EG adult,2,TCB,5/18/16,5/18/16,X1145,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,131,inoculation,BH,BH seed,EG adult,2,TCB,5/18/16,5/18/16,X1144,0,0,NA,NA,NA,NA,,YES,
