year,experiment,plot,subplot,sp,abundance,species,grass_group,CalfloraInvasive
2016,competition,competition_86,competition_86,Avena,14,Avena sp.,non.ann,1
2016,competition,competition_11,competition_11,Avena,40,Avena sp.,non.ann,1
2016,competition,competition_130,competition_130,Avena,8.88888888888889,Avena sp.,non.ann,1
2016,competition,competition_38,competition_38,Avena,11,Avena sp.,non.ann,1
2016,competition,competition_94,competition_94,Avena,22.2222222222222,Avena sp.,non.ann,1
2016,competition,competition_143,competition_143,Avena,33.3333333333333,Avena sp.,non.ann,1
2016,competition,competition_99,competition_99,Avena,70,Avena sp.,non.ann,1
2016,competition,competition_22,competition_22,Avena,5.55555555555556,Avena sp.,non.ann,1
2016,competition,competition_17,competition_17,Avena,11.1111111111111,Avena sp.,non.ann,1
2016,competition,competition_82,competition_82,Avena,50,Avena sp.,non.ann,1
2016,competition,competition_157,competition_157,Avena,12,Avena sp.,non.ann,1
2016,competition,competition_59,competition_59,Avena,22.2222222222222,Avena sp.,non.ann,1
2016,competition,competition_4,competition_4,Avena,7.5,Avena sp.,non.ann,1
2016,competition,competition_41,competition_41,Avena,33.3333333333333,Avena sp.,non.ann,1
2016,competition,competition_211,competition_211,Avena,40,Avena sp.,non.ann,1
2016,competition,competition_58,competition_58,Avena,7,Avena sp.,non.ann,1
2016,competition,competition_138,competition_138,Avena,14,Avena sp.,non.ann,1
2016,competition,competition_5,competition_5,Avena,5,Avena sp.,non.ann,1
2016,competition,competition_15,competition_15,Avena,6,Avena sp.,non.ann,1
2016,competition,competition_188,competition_188,Avena,0,Avena sp.,non.ann,1
2016,competition,competition_24,competition_24,Avena,16.6666666666667,Avena sp.,non.ann,1
2016,competition,competition_84,competition_84,Avena,20,Avena sp.,non.ann,1
2016,competition,competition_147,competition_147,Avena,25,Avena sp.,non.ann,1
2016,competition,competition_196,competition_196,Avena,26.6666666666667,Avena sp.,non.ann,1
2016,competition,competition_199,competition_199,Avena,8,Avena sp.,non.ann,1
2016,competition,competition_68,competition_68,Avena,13,Avena sp.,non.ann,1
2016,competition,competition_172,competition_172,Avena,9,Avena sp.,non.ann,1
2016,competition,competition_114,competition_114,Avena,13.3333333333333,Avena sp.,non.ann,1
2016,competition,competition_149,competition_149,Avena,7,Avena sp.,non.ann,1
2016,competition,competition_81,competition_81,Avena,38.8888888888889,Avena sp.,non.ann,1
2016,competition,competition_152,competition_152,Avena,16,Avena sp.,non.ann,1
2016,competition,competition_53,competition_53,Avena,8,Avena sp.,non.ann,1
2016,competition,competition_2,competition_2,Avena,26.6666666666667,Avena sp.,non.ann,1
2016,competition,competition_8,competition_8,Avena,6.5,Avena sp.,non.ann,1
2016,competition,competition_111,competition_111,Avena,38.8888888888889,Avena sp.,non.ann,1
2016,competition,competition_127,competition_127,Avena,16.6666666666667,Avena sp.,non.ann,1
2016,competition,competition_224,competition_224,Avena,26.6666666666667,Avena sp.,non.ann,1
2016,competition,competition_47,competition_47,Avena,5,Avena sp.,non.ann,1
2016,competition,competition_212,competition_212,Avena,15,Avena sp.,non.ann,1
2016,competition,competition_213,competition_213,Avena,10,Avena sp.,non.ann,1
2016,competition,competition_221,competition_221,Avena,41.6666666666667,Avena sp.,non.ann,1
2016,competition,competition_225,competition_225,Avena,20,Avena sp.,non.ann,1
2016,competition,competition_232,competition_232,Avena,50,Avena sp.,non.ann,1
2016,competition,competition_52,competition_52,Avena,19.4444444444444,Avena sp.,non.ann,1
2016,competition,competition_218,competition_218,Avena,12,Avena sp.,non.ann,1
2016,competition,competition_230,competition_230,Avena,41.6666666666667,Avena sp.,non.ann,1
2016,competition,competition_231,competition_231,Avena,60,Avena sp.,non.ann,1
2016,competition,competition_13,competition_13,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_210,competition_210,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_170,competition_170,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_162,competition_162,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_108,competition_108,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_121,competition_121,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_220,competition_220,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_70,competition_70,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_72,competition_72,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_32,competition_32,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_98,competition_98,FEMY,6,Festuca myuros,non.ann,1
2016,competition,competition_136,competition_136,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_88,competition_88,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_101,competition_101,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_171,competition_171,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_74,competition_74,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_106,competition_106,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_104,competition_104,FEMY,25,Festuca myuros,non.ann,1
2016,competition,competition_31,competition_31,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_187,competition_187,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_113,competition_113,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_107,competition_107,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_175,competition_175,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_191,competition_191,FEMY,10,Festuca myuros,non.ann,1
2016,competition,competition_167,competition_167,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_140,competition_140,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_64,competition_64,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_80,competition_80,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_112,competition_112,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_129,competition_129,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_43,competition_43,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_85,competition_85,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_128,competition_128,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_86,competition_86,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_11,competition_11,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_130,competition_130,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_38,competition_38,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_94,competition_94,FEMY,20,Festuca myuros,non.ann,1
2016,competition,competition_143,competition_143,FEMY,8,Festuca myuros,non.ann,1
2016,competition,competition_99,competition_99,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_22,competition_22,FEMY,20,Festuca myuros,non.ann,1
2016,competition,competition_17,competition_17,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_82,competition_82,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_157,competition_157,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_59,competition_59,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_4,competition_4,FEMY,50,Festuca myuros,non.ann,1
2016,competition,competition_41,competition_41,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_211,competition_211,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_58,competition_58,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_138,competition_138,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_5,competition_5,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_15,competition_15,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_188,competition_188,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_24,competition_24,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_84,competition_84,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_147,competition_147,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_196,competition_196,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_199,competition_199,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_68,competition_68,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_172,competition_172,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_114,competition_114,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_149,competition_149,FEMY,5,Festuca myuros,non.ann,1
2016,competition,competition_81,competition_81,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_152,competition_152,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_53,competition_53,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_2,competition_2,FEMY,40,Festuca myuros,non.ann,1
2016,competition,competition_8,competition_8,FEMY,15,Festuca myuros,non.ann,1
2016,competition,competition_111,competition_111,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_127,competition_127,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_224,competition_224,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_47,competition_47,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_212,competition_212,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_213,competition_213,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_221,competition_221,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_225,competition_225,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_232,competition_232,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_52,competition_52,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_218,competition_218,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_230,competition_230,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_231,competition_231,FEMY,0,Festuca myuros,non.ann,1
2016,competition,competition_13,competition_13,BRADIS,80,Brachypodium distachyon,non.ann,1
2016,competition,competition_210,competition_210,BRADIS,0,Brachypodium distachyon,non.ann,1
2016,competition,competition_170,competition_170,BRADIS,200,Brachypodium distachyon,non.ann,1
2016,competition,competition_162,competition_162,BRADIS,70,Brachypodium distachyon,non.ann,1
2016,competition,competition_108,competition_108,BRADIS,33.3333333333333,Brachypodium distachyon,non.ann,1
2016,competition,competition_121,competition_121,BRADIS,0,Brachypodium distachyon,non.ann,1
2016,competition,competition_220,competition_220,BRADIS,15,Brachypodium distachyon,non.ann,1
2016,competition,competition_70,competition_70,BRADIS,100,Brachypodium distachyon,non.ann,1
2016,competition,competition_72,competition_72,BRADIS,240,Brachypodium distachyon,non.ann,1
2016,competition,competition_32,competition_32,BRADIS,9,Brachypodium distachyon,non.ann,1
2016,competition,competition_98,competition_98,BRADIS,15,Brachypodium distachyon,non.ann,1
2016,competition,competition_136,competition_136,BRADIS,50,Brachypodium distachyon,non.ann,1
2016,competition,competition_88,competition_88,BRADIS,0,Brachypodium distachyon,non.ann,1
2016,competition,competition_101,competition_101,BRADIS,0,Brachypodium distachyon,non.ann,1
2016,competition,competition_171,competition_171,BRADIS,100,Brachypodium distachyon,non.ann,1
2016,competition,competition_74,competition_74,BRADIS,135,Brachypodium distachyon,non.ann,1
2016,competition,competition_106,competition_106,BRADIS,75,Brachypodium distachyon,non.ann,1
2016,competition,competition_104,competition_104,BRADIS,0,Brachypodium distachyon,non.ann,1
2016,competition,competition_31,competition_31,BRADIS,30,Brachypodium distachyon,non.ann,1
2016,competition,competition_187,competition_187,BRADIS,80,Brachypodium distachyon,non.ann,1
2016,competition,competition_113,competition_113,BRADIS,225,Brachypodium distachyon,non.ann,1
2016,competition,competition_107,competition_107,BRADIS,20,Brachypodium distachyon,non.ann,1
2016,competition,competition_175,competition_175,BRADIS,0,Brachypodium distachyon,non.ann,1
2016,competition,competition_191,competition_191,BRADIS,2.77777777777778,Brachypodium distachyon,non.ann,1
2016,competition,competition_167,competition_167,BRADIS,120,Brachypodium distachyon,non.ann,1
2016,competition,competition_140,competition_140,BRADIS,75,Brachypodium distachyon,non.ann,1
2016,competition,competition_64,competition_64,BRADIS,200,Brachypodium distachyon,non.ann,1
2016,competition,competition_80,competition_80,BRADIS,490,Brachypodium distachyon,non.ann,1
2016,competition,competition_112,competition_112,BRADIS,30,Brachypodium distachyon,non.ann,1
2016,competition,competition_129,competition_129,BRADIS,120,Brachypodium distachyon,non.ann,1
2016,competition,competition_43,competition_43,BRADIS,0,Brachypodium distachyon,non.ann,1
2016,competition,competition_85,competition_85,BRADIS,0,Brachypodium distachyon,non.ann,1
2016,competition,competition_128,competition_128,BRADIS,150,Brachypodium distachyon,non.ann,1
2016,competition,competition_86,competition_86,BRADIS,0,Brachypodium distachyon,non.ann,1
2016,competition,competition_11,competition_11,BRADIS,120,Brachypodium distachyon,non.ann,1
2016,competition,competition_130,competition_130,BRADIS,0,Brachypodium distachyon,non.ann,1
2016,competition,competition_38,competition_38,BRADIS,0,Brachypodium distachyon,non.ann,1
2016,competition,competition_94,competition_94,BRADIS,100,Brachypodium distachyon,non.ann,1
2016,competition,competition_143,competition_143,BRADIS,0,Brachypodium distachyon,non.ann,1
2016,competition,competition_99,competition_99,BRADIS,80,Brachypodium distachyon,non.ann,1
2016,competition,competition_22,competition_22,BRADIS,0,Brachypodium distachyon,non.ann,1
2016,competition,competition_17,competition_17,BRADIS,90,Brachypodium distachyon,non.ann,1
2016,competition,competition_82,competition_82,BRADIS,150,Brachypodium distachyon,non.ann,1
2016,competition,competition_157,competition_157,BRADIS,100,Brachypodium distachyon,non.ann,1
2016,competition,competition_59,competition_59,BRADIS,13.3333333333333,Brachypodium distachyon,non.ann,1
2016,competition,competition_4,competition_4,BRADIS,300,Brachypodium distachyon,non.ann,1
2016,competition,competition_41,competition_41,BRADIS,50,Brachypodium distachyon,non.ann,1
2016,competition,competition_211,competition_211,BRADIS,0,Brachypodium distachyon,non.ann,1
2016,competition,competition_58,competition_58,BRADIS,60,Brachypodium distachyon,non.ann,1
2016,competition,competition_138,competition_138,BRADIS,60,Brachypodium distachyon,non.ann,1
2016,competition,competition_5,competition_5,BRADIS,225,Brachypodium distachyon,non.ann,1
2016,competition,competition_15,competition_15,BRADIS,140,Brachypodium distachyon,non.ann,1
2016,competition,competition_188,competition_188,BRADIS,200,Brachypodium distachyon,non.ann,1
2016,competition,competition_24,competition_24,BRADIS,80,Brachypodium distachyon,non.ann,1
2016,competition,competition_84,competition_84,BRADIS,120,Brachypodium distachyon,non.ann,1
2016,competition,competition_147,competition_147,BRADIS,320,Brachypodium distachyon,non.ann,1
2016,competition,competition_196,competition_196,BRADIS,5,Brachypodium distachyon,non.ann,1
2016,competition,competition_199,competition_199,BRADIS,60,Brachypodium distachyon,non.ann,1
2016,competition,competition_68,competition_68,BRADIS,9,Brachypodium distachyon,non.ann,1
2016,competition,competition_172,competition_172,BRADIS,120,Brachypodium distachyon,non.ann,1
2016,competition,competition_114,competition_114,BRADIS,10,Brachypodium distachyon,non.ann,1
2016,competition,competition_149,competition_149,BRADIS,10,Brachypodium distachyon,non.ann,1
2016,competition,competition_81,competition_81,BRADIS,23.3333333333333,Brachypodium distachyon,non.ann,1
2016,competition,competition_152,competition_152,BRADIS,40,Brachypodium distachyon,non.ann,1
2016,competition,competition_53,competition_53,BRADIS,0,Brachypodium distachyon,non.ann,1
2016,competition,competition_2,competition_2,BRADIS,55.5555555555556,Brachypodium distachyon,non.ann,1
2016,competition,competition_8,competition_8,BRADIS,0,Brachypodium distachyon,non.ann,1
2016,competition,competition_111,competition_111,BRADIS,80,Brachypodium distachyon,non.ann,1
2016,competition,competition_127,competition_127,BRADIS,150,Brachypodium distachyon,non.ann,1
2016,competition,competition_224,competition_224,BRADIS,0,Brachypodium distachyon,non.ann,1
2016,competition,competition_47,competition_47,BRADIS,90,Brachypodium distachyon,non.ann,1
2016,competition,competition_212,competition_212,BRADIS,30,Brachypodium distachyon,non.ann,1
2016,competition,competition_213,competition_213,BRADIS,225,Brachypodium distachyon,non.ann,1
2016,competition,competition_221,competition_221,BRADIS,12,Brachypodium distachyon,non.ann,1
2016,competition,competition_225,competition_225,BRADIS,25,Brachypodium distachyon,non.ann,1
2016,competition,competition_232,competition_232,BRADIS,20,Brachypodium distachyon,non.ann,1
2016,competition,competition_52,competition_52,BRADIS,10,Brachypodium distachyon,non.ann,1
2016,competition,competition_218,competition_218,BRADIS,75,Brachypodium distachyon,non.ann,1
2016,competition,competition_230,competition_230,BRADIS,8,Brachypodium distachyon,non.ann,1
2016,competition,competition_231,competition_231,BRADIS,10,Brachypodium distachyon,non.ann,1
2016,competition,competition_13,competition_13,Forb,7.5,Forb,NA,NA
2016,competition,competition_210,competition_210,Forb,90,Forb,NA,NA
2016,competition,competition_170,competition_170,Forb,46.6666666666667,Forb,NA,NA
2016,competition,competition_162,competition_162,Forb,10,Forb,NA,NA
2016,competition,competition_108,competition_108,Forb,19,Forb,NA,NA
2016,competition,competition_121,competition_121,Forb,18,Forb,NA,NA
2016,competition,competition_220,competition_220,Forb,8,Forb,NA,NA
2016,competition,competition_70,competition_70,Forb,10,Forb,NA,NA
2016,competition,competition_72,competition_72,Forb,4,Forb,NA,NA
2016,competition,competition_32,competition_32,Forb,25,Forb,NA,NA
2016,competition,competition_98,competition_98,Forb,30,Forb,NA,NA
2016,competition,competition_136,competition_136,Forb,8,Forb,NA,NA
2016,competition,competition_88,competition_88,Forb,13,Forb,NA,NA
2016,competition,competition_101,competition_101,Forb,2,Forb,NA,NA
2016,competition,competition_171,competition_171,Forb,5,Forb,NA,NA
2016,competition,competition_74,competition_74,Forb,11,Forb,NA,NA
2016,competition,competition_106,competition_106,Forb,16,Forb,NA,NA
2016,competition,competition_104,competition_104,Forb,160,Forb,NA,NA
2016,competition,competition_31,competition_31,Forb,30,Forb,NA,NA
2016,competition,competition_187,competition_187,Forb,41.6666666666667,Forb,NA,NA
2016,competition,competition_113,competition_113,Forb,14,Forb,NA,NA
2016,competition,competition_107,competition_107,Forb,300,Forb,NA,NA
2016,competition,competition_175,competition_175,Forb,36.6666666666667,Forb,NA,NA
2016,competition,competition_191,competition_191,Forb,8.88888888888889,Forb,NA,NA
2016,competition,competition_167,competition_167,Forb,4,Forb,NA,NA
2016,competition,competition_140,competition_140,Forb,9,Forb,NA,NA
2016,competition,competition_64,competition_64,Forb,8,Forb,NA,NA
2016,competition,competition_80,competition_80,Forb,12,Forb,NA,NA
2016,competition,competition_112,competition_112,Forb,12,Forb,NA,NA
2016,competition,competition_129,competition_129,Forb,23,Forb,NA,NA
2016,competition,competition_43,competition_43,Forb,13,Forb,NA,NA
2016,competition,competition_85,competition_85,Forb,50,Forb,NA,NA
2016,competition,competition_128,competition_128,Forb,40,Forb,NA,NA
2016,competition,competition_86,competition_86,Forb,240,Forb,NA,NA
2016,competition,competition_11,competition_11,Forb,41.6666666666667,Forb,NA,NA
2016,competition,competition_130,competition_130,Forb,40,Forb,NA,NA
2016,competition,competition_38,competition_38,Forb,50,Forb,NA,NA
2016,competition,competition_94,competition_94,Forb,12,Forb,NA,NA
2016,competition,competition_143,competition_143,Forb,120,Forb,NA,NA
2016,competition,competition_99,competition_99,Forb,120,Forb,NA,NA
2016,competition,competition_22,competition_22,Forb,66.6666666666667,Forb,NA,NA
2016,competition,competition_17,competition_17,Forb,17.5,Forb,NA,NA
2016,competition,competition_82,competition_82,Forb,100,Forb,NA,NA
2016,competition,competition_157,competition_157,Forb,30,Forb,NA,NA
2016,competition,competition_59,competition_59,Forb,120,Forb,NA,NA
2016,competition,competition_4,competition_4,Forb,2.77777777777778,Forb,NA,NA
2016,competition,competition_41,competition_41,Forb,1,Forb,NA,NA
2016,competition,competition_211,competition_211,Forb,18,Forb,NA,NA
2016,competition,competition_58,competition_58,Forb,18,Forb,NA,NA
2016,competition,competition_138,competition_138,Forb,2,Forb,NA,NA
2016,competition,competition_5,competition_5,Forb,15,Forb,NA,NA
2016,competition,competition_15,competition_15,Forb,10,Forb,NA,NA
2016,competition,competition_188,competition_188,Forb,4,Forb,NA,NA
2016,competition,competition_24,competition_24,Forb,12.5,Forb,NA,NA
2016,competition,competition_84,competition_84,Forb,20,Forb,NA,NA
2016,competition,competition_147,competition_147,Forb,12,Forb,NA,NA
2016,competition,competition_196,competition_196,Forb,15,Forb,NA,NA
2016,competition,competition_199,competition_199,Forb,8,Forb,NA,NA
2016,competition,competition_68,competition_68,Forb,6,Forb,NA,NA
2016,competition,competition_172,competition_172,Forb,12,Forb,NA,NA
2016,competition,competition_114,competition_114,Forb,60,Forb,NA,NA
2016,competition,competition_149,competition_149,Forb,25,Forb,NA,NA
2016,competition,competition_81,competition_81,Forb,6,Forb,NA,NA
2016,competition,competition_152,competition_152,Forb,17,Forb,NA,NA
2016,competition,competition_53,competition_53,Forb,8,Forb,NA,NA
2016,competition,competition_2,competition_2,Forb,31.1111111111111,Forb,NA,NA
2016,competition,competition_8,competition_8,Forb,53.3333333333333,Forb,NA,NA
2016,competition,competition_111,competition_111,Forb,20,Forb,NA,NA
2016,competition,competition_127,competition_127,Forb,0,Forb,NA,NA
2016,competition,competition_224,competition_224,Forb,8,Forb,NA,NA
2016,competition,competition_47,competition_47,Forb,5,Forb,NA,NA
2016,competition,competition_212,competition_212,Forb,4,Forb,NA,NA
2016,competition,competition_213,competition_213,Forb,6,Forb,NA,NA
2016,competition,competition_221,competition_221,Forb,22,Forb,NA,NA
2016,competition,competition_225,competition_225,Forb,5,Forb,NA,NA
2016,competition,competition_232,competition_232,Forb,8,Forb,NA,NA
2016,competition,competition_52,competition_52,Forb,8,Forb,NA,NA
2016,competition,competition_218,competition_218,Forb,13,Forb,NA,NA
2016,competition,competition_230,competition_230,Forb,15,Forb,NA,NA
2016,competition,competition_231,competition_231,Forb,7,Forb,NA,NA
2016,competition,competition_13,competition_13,Fabaceae,0,Fabaceae,NA,NA
2016,competition,competition_210,competition_210,Fabaceae,0,Fabaceae,NA,NA
2016,competition,competition_170,competition_170,Fabaceae,0,Fabaceae,NA,NA
2016,competition,competition_162,competition_162,Fabaceae,4,Fabaceae,NA,NA
2016,competition,competition_108,competition_108,Fabaceae,0,Fabaceae,NA,NA
2016,competition,competition_121,competition_121,Fabaceae,1,Fabaceae,NA,NA
2016,competition,competition_220,competition_220,Fabaceae,0,Fabaceae,NA,NA
2016,competition,competition_70,competition_70,Fabaceae,7,Fabaceae,NA,NA
2016,competition,competition_72,competition_72,Fabaceae,29,Fabaceae,NA,NA
2016,competition,competition_32,competition_32,Fabaceae,7,Fabaceae,NA,NA
2016,competition,competition_98,competition_98,Fabaceae,4,Fabaceae,NA,NA
2016,competition,competition_136,competition_136,Fabaceae,0,Fabaceae,NA,NA
2016,competition,competition_88,competition_88,Fabaceae,31.1111111111111,Fabaceae,NA,NA
2016,competition,competition_101,competition_101,Fabaceae,6,Fabaceae,NA,NA
2016,competition,competition_171,competition_171,Fabaceae,1,Fabaceae,NA,NA
2016,competition,competition_74,competition_74,Fabaceae,4,Fabaceae,NA,NA
2016,competition,competition_106,competition_106,Fabaceae,30,Fabaceae,NA,NA
2016,competition,competition_104,competition_104,Fabaceae,4,Fabaceae,NA,NA
2016,competition,competition_31,competition_31,Fabaceae,14,Fabaceae,NA,NA
2016,competition,competition_187,competition_187,Fabaceae,0,Fabaceae,NA,NA
2016,competition,competition_113,competition_113,Fabaceae,18,Fabaceae,NA,NA
2016,competition,competition_107,competition_107,Fabaceae,2,Fabaceae,NA,NA
2016,competition,competition_175,competition_175,Fabaceae,0,Fabaceae,NA,NA
2016,competition,competition_191,competition_191,Fabaceae,3,Fabaceae,NA,NA
2016,competition,competition_167,competition_167,Fabaceae,0,Fabaceae,NA,NA
2016,competition,competition_140,competition_140,Fabaceae,5,Fabaceae,NA,NA
2016,competition,competition_64,competition_64,Fabaceae,11,Fabaceae,NA,NA
2016,competition,competition_80,competition_80,Fabaceae,13.3333333333333,Fabaceae,NA,NA
2016,competition,competition_112,competition_112,Fabaceae,15,Fabaceae,NA,NA
2016,competition,competition_129,competition_129,Fabaceae,1,Fabaceae,NA,NA
2016,competition,competition_43,competition_43,Fabaceae,9,Fabaceae,NA,NA
2016,competition,competition_85,competition_85,Fabaceae,16,Fabaceae,NA,NA
2016,competition,competition_128,competition_128,Fabaceae,3,Fabaceae,NA,NA
2016,competition,competition_86,competition_86,Fabaceae,0,Fabaceae,NA,NA
2016,competition,competition_11,competition_11,Fabaceae,11.1111111111111,Fabaceae,NA,NA
2016,competition,competition_130,competition_130,Fabaceae,3,Fabaceae,NA,NA
2016,competition,competition_38,competition_38,Fabaceae,7,Fabaceae,NA,NA
2016,competition,competition_94,competition_94,Fabaceae,9,Fabaceae,NA,NA
2016,competition,competition_143,competition_143,Fabaceae,12,Fabaceae,NA,NA
2016,competition,competition_99,competition_99,Fabaceae,8,Fabaceae,NA,NA
2016,competition,competition_22,competition_22,Fabaceae,1.5,Fabaceae,NA,NA
2016,competition,competition_17,competition_17,Fabaceae,0,Fabaceae,NA,NA
2016,competition,competition_82,competition_82,Fabaceae,5,Fabaceae,NA,NA
2016,competition,competition_157,competition_157,Fabaceae,0,Fabaceae,NA,NA
2016,competition,competition_59,competition_59,Fabaceae,0,Fabaceae,NA,NA
2016,competition,competition_4,competition_4,Fabaceae,11.1111111111111,Fabaceae,NA,NA
2016,competition,competition_41,competition_41,Fabaceae,0,Fabaceae,NA,NA
2016,competition,competition_211,competition_211,Fabaceae,2,Fabaceae,NA,NA
2016,competition,competition_58,competition_58,Fabaceae,0,Fabaceae,NA,NA
2016,competition,competition_138,competition_138,Fabaceae,0,Fabaceae,NA,NA
2016,competition,competition_5,competition_5,Fabaceae,11.1111111111111,Fabaceae,NA,NA
2016,competition,competition_15,competition_15,Fabaceae,0,Fabaceae,NA,NA
2016,competition,competition_188,competition_188,Fabaceae,0,Fabaceae,NA,NA
2016,competition,competition_24,competition_24,Fabaceae,0.5,Fabaceae,NA,NA
2016,competition,competition_84,competition_84,Fabaceae,6,Fabaceae,NA,NA
2016,competition,competition_147,competition_147,Fabaceae,0,Fabaceae,NA,NA
2016,competition,competition_196,competition_196,Fabaceae,3,Fabaceae,NA,NA
2016,competition,competition_199,competition_199,Fabaceae,0,Fabaceae,NA,NA
2016,competition,competition_68,competition_68,Fabaceae,12,Fabaceae,NA,NA
2016,competition,competition_172,competition_172,Fabaceae,0,Fabaceae,NA,NA
2016,competition,competition_114,competition_114,Fabaceae,45,Fabaceae,NA,NA
2016,competition,competition_149,competition_149,Fabaceae,0,Fabaceae,NA,NA
2016,competition,competition_81,competition_81,Fabaceae,4,Fabaceae,NA,NA
2016,competition,competition_152,competition_152,Fabaceae,1,Fabaceae,NA,NA
2016,competition,competition_53,competition_53,Fabaceae,0,Fabaceae,NA,NA
2016,competition,competition_2,competition_2,Fabaceae,13.3333333333333,Fabaceae,NA,NA
2016,competition,competition_8,competition_8,Fabaceae,23.3333333333333,Fabaceae,NA,NA
2016,competition,competition_111,competition_111,Fabaceae,8,Fabaceae,NA,NA
2016,competition,competition_127,competition_127,Fabaceae,11,Fabaceae,NA,NA
2016,competition,competition_224,competition_224,Fabaceae,4,Fabaceae,NA,NA
2016,competition,competition_47,competition_47,Fabaceae,0,Fabaceae,NA,NA
2016,competition,competition_212,competition_212,Fabaceae,0,Fabaceae,NA,NA
2016,competition,competition_213,competition_213,Fabaceae,0,Fabaceae,NA,NA
2016,competition,competition_221,competition_221,Fabaceae,0,Fabaceae,NA,NA
2016,competition,competition_225,competition_225,Fabaceae,2,Fabaceae,NA,NA
2016,competition,competition_232,competition_232,Fabaceae,1,Fabaceae,NA,NA
2016,competition,competition_52,competition_52,Fabaceae,0,Fabaceae,NA,NA
2016,competition,competition_218,competition_218,Fabaceae,0,Fabaceae,NA,NA
2016,competition,competition_230,competition_230,Fabaceae,0,Fabaceae,NA,NA
2016,competition,competition_231,competition_231,Fabaceae,1,Fabaceae,NA,NA
